Tone,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
3,21.304,21.304,21.304,191.74,21.304,21.304,21.304,21.304,149.13,63.913
3,22.273,22.273,22.273,0,22.273,178.18,178.18,155.91,22.273,0
3,19.174,19.174,172.57,230.09,191.74,172.57,172.57,19.174,191.74,19.174
3,156.8,19.6,19.6,196,19.6,19.6,19.6,19.6,19.6,19.6
3,18,18,18,198,216,180,18,18,18,18
3,20.229,20.229,202.29,202.29,20.229,20.229,20.229,20.229,20.229,20.229
3,21.512,172.1,150.59,193.61,21.512,21.512,21.512,21.512,21.512,0
3,200.45,178.18,222.73,245,222.73,178.18,22.273,200.45,22.273,22.273
3,18.608,18.608,18.608,204.68,18.608,18.608,18.608,18.608,18.608,18.608
3,153.39,230.09,191.74,210.91,210.91,191.74,153.39,153.39,134.22,19.174
3,19.955,139.68,19.955,19.955,19.955,19.955,19.955,0,19.955,0
3,24.5,122.5,24.5,220.5,24.5,24.5,24.5,24.5,24.5,24.5
3,25.64,0,0,0,25.64,0,0,0,25.64,0
3,22.273,222.73,22.273,22.273,200.45,22.273,22.273,0,22.273,22.273
3,21.304,21.304,170.43,191.74,21.304,21.304,21.304,149.13,21.304,21.304
3,19.427,19.427,19.427,194.27,19.427,19.427,174.85,19.427,19.427,19.427
3,19.865,19.865,19.865,19.865,19.865,19.865,19.865,19.865,19.865,19.865
3,18.927,189.27,18.927,208.2,189.27,18.927,18.927,18.927,18.927,18.927
3,158.92,178.78,178.78,218.51,19.865,59.595,19.865,19.865,19.865,19.865
3,17.362,190.98,173.62,225.71,17.362,173.62,17.362,17.362,17.362,17.362
3,20.137,20.137,201.37,221.51,120.82,20.137,20.137,20.137,20.137,20.137
3,168.8,126.6,189.9,21.1,189.9,189.9,21.1,21.1,21.1,0
3,22.969,22.969,206.72,229.69,114.84,160.78,22.969,22.969,160.78,22.969
3,16.768,16.768,16.768,16.768,16.768,167.68,16.768,16.768,16.768,16.768
3,184.71,207.8,161.62,23.089,23.089,23.089,23.089,23.089,23.089,0
3,178.18,133.64,22.273,222.73,155.91,178.18,178.18,22.273,178.18,89.091
3,18.074,18.074,18.074,18.074,18.074,18.074,18.074,0,18.074,18.074
3,210,175,17.5,17.5,210,17.5,17.5,17.5,0,17.5
3,21.724,21.724,130.34,195.52,21.724,21.724,21.724,21.724,21.724,0
3,0,162.33,27.055,27.055,27.055,27.055,27.055,27.055,0,0
3,174.65,152.82,152.82,21.832,21.832,196.49,21.832,21.832,0,43.663
3,143.58,164.09,184.6,20.512,20.512,164.09,20.512,20.512,20.512,20.512
3,21.512,172.1,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512
3,19.342,174.08,19.342,19.342,19.342,19.342,19.342,19.342,19.342,19.342
3,192.67,235.49,235.49,21.408,21.408,214.08,21.408,21.408,21.408,21.408
3,18.846,113.08,18.846,226.15,131.92,18.846,18.846,18.846,18.846,18.846
3,179.27,125.49,215.12,17.927,17.927,17.927,17.927,17.927,17.927,17.927
3,184.52,18.452,166.07,18.452,202.97,18.452,18.452,18.452,0,18.452
3,227.12,208.2,227.12,151.42,189.27,18.927,18.927,170.34,18.927,18.927
3,208.02,166.42,145.61,166.42,20.802,20.802,20.802,20.802,20.802,20.802
3,17.782,160.04,160.04,160.04,160.04,17.782,177.82,17.782,17.782,17.782
3,170.34,170.34,170.34,18.927,18.927,208.2,18.927,37.854,113.56,113.56
3,19.955,199.55,19.955,199.55,139.68,19.955,119.73,19.955,19.955,19.955
3,228.41,175.7,210.84,210.84,17.57,17.57,35.139,17.57,17.57,17.57
3,173.79,217.24,195.52,130.34,152.07,21.724,21.724,21.724,21.724,21.724
3,18.452,202.97,18.452,18.452,18.452,18.452,18.452,18.452,18.452,18.452
3,174.65,152.82,152.82,21.832,174.65,21.832,21.832,43.663,21.832,21.832
3,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64,17.64
3,201.6,25.2,25.2,201.6,201.6,176.4,176.4,25.2,0,25.2
3,222.09,222.09,190.36,190.36,31.727,31.727,0,0,95.18,31.727
3,0,0,0,31.727,222.09,412.45,920.07,253.81,0,0
3,0,0,24.915,0,199.32,24.915,971.69,0,24.915,0
3,0,0,0,0,26.407,211.26,343.29,26.407,0,0
3,0,0,0,0,0,22.05,22.05,22.05,0,22.05
3,0,0,0,21.512,215.12,21.512,21.512,0,21.512,0
3,0,0,0,0,0,24.5,196,24.5,24.5,0
3,24.365,24.365,24.365,0,0,24.365,24.365,0,0,0
3,18.846,0,18.846,18.846,18.846,18.846,18.846,0,0,0
3,0,0,0,0,31.5,31.5,0,31.5,0,0
3,19.258,0,0,19.258,0,19.258,19.258,19.258,0,0
3,0,0,0,19.174,153.39,191.74,19.174,19.174,19.174,19.174
3,0,0,0,18.846,18.846,18.846,18.846,18.846,18.846,18.846
3,0,0,0,0,18.608,18.608,18.608,18.608,18.608,18.608
3,21.202,21.202,21.202,0,21.202,21.202,21.202,0,21.202,21.202
3,0,0,0,0,25.491,229.42,25.491,152.95,25.491,25.491
3,0,0,0,0,20.417,20.417,0,20.417,20.417,20.417
3,18.927,18.927,0,18.927,18.927,18.927,0,0,18.927,0
3,22.85,22.85,22.85,22.85,22.85,0,0,22.85,22.85,22.85
3,0,30.205,30.205,30.205,30.205,181.23,30.205,30.205,30.205,0
3,24.5,24.5,24.5,24.5,147,196,196,24.5,24.5,24.5
3,21.202,21.202,169.62,21.202,21.202,21.202,148.41,21.202,21.202,21.202
3,20.045,20.045,20.045,20.045,20.045,180.41,20.045,20.045,20.045,0
3,20.607,20.607,20.607,206.07,226.68,185.47,20.607,20.607,0,20.607
3,146.03,204.44,87.616,175.23,204.44,233.64,204.44,175.23,146.03,29.205
3,26.566,26.566,26.566,26.566,26.566,26.566,26.566,26.566,26.566,26.566
3,24.775,24.775,24.775,222.98,222.98,173.43,198.2,24.775,24.775,24.775
3,135.69,22.615,22.615,22.615,203.54,180.92,158.31,22.615,22.615,22.615
3,27.391,164.35,191.74,27.391,54.783,219.13,164.35,191.74,27.391,27.391
3,171.41,15.583,187,15.583,15.583,15.583,15.583,15.583,15.583,15.583
3,10.576,190.36,211.51,21.151,21.151,10.576,10.576,0,0,0
3,17.64,17.64,17.64,35.28,17.64,17.64,17.64,17.64,0,0
3,0,0,22.85,22.85,22.85,22.85,0,22.85,0,22.85
3,18.299,18.299,18.299,18.299,18.299,18.299,18.299,18.299,18.299,18.299
3,15.921,15.921,15.921,15.921,15.921,15.921,15.921,15.921,15.921,111.44
3,16.095,16.095,16.095,16.095,16.095,209.23,16.095,16.095,16.095,16.095
3,23.71,0,0,0,189.68,213.39,189.68,23.71,0,23.71
3,0,0,0,0,217.78,217.78,27.222,0,0,0
3,26.407,0,26.407,26.407,211.26,211.26,184.85,26.407,26.407,26.407
3,0,0,0,24.365,219.28,24.365,194.92,170.55,24.365,0
3,20.512,0,0,0,20.512,20.512,20.512,0,20.512,20.512
3,0,22.273,89.091,222.73,200.45,178.18,22.273,111.36,22.273,22.273
3,24.5,0,0,0,220.5,196,24.5,0,0,24.5
3,21.618,21.618,21.618,21.618,194.56,194.56,194.56,172.94,21.618,21.618
3,0,20.512,0,20.512,20.512,20.512,20.512,20.512,20.512,20.512
3,20.802,0,0,0,20.802,20.802,20.802,20.802,20.802,20.802
3,0,25.491,0,0,178.44,25.491,25.491,127.46,0,25.491
3,25.491,0,0,0,25.491,178.44,25.491,25.491,0,0
3,0,0,0,22.85,22.85,0,22.85,22.85,159.95,22.85
3,18.452,0,18.452,18.452,202.97,18.452,18.452,18.452,0,18.452
3,0,0,23.967,0,167.77,23.967,167.77,23.967,23.967,23.967
3,17.927,17.927,17.927,17.927,17.927,17.927,17.927,215.12,17.927,17.927
3,27.911,279.11,223.29,195.38,27.911,139.56,948.99,307.03,0,0
3,32.667,32.667,228.67,196,914.67,326.67,261.33,163.33,32.667,0
3,19.688,19.688,196.88,19.688,19.688,19.688,19.688,19.688,59.063,19.688
3,25.2,0,226.8,0,0,25.2,25.2,0,0,25.2
3,18.766,18.766,187.66,18.766,18.766,18.766,0,0,18.766,0
3,28.824,28.824,28.824,230.59,230.59,201.76,0,0,0,0
3,26.095,234.85,234.85,208.76,182.66,156.57,130.47,104.38,26.095,26.095
3,0,21.512,21.512,21.512,21.512,21.512,21.512,21.512,0,0
3,31.5,31.5,220.5,31.5,31.5,31.5,0,0,0,31.5
3,28.089,224.71,224.71,0,0,0,28.089,0,0,28.089
3,23.838,23.838,23.838,214.54,23.838,23.838,23.838,23.838,23.838,23.838
3,21.618,216.18,216.18,194.56,21.618,21.618,151.32,21.618,21.618,21.618
3,23.089,207.8,230.89,207.8,23.089,23.089,23.089,23.089,0,23.089
3,23.211,208.89,208.89,185.68,23.211,23.211,23.211,23.211,23.211,23.211
3,26.407,26.407,211.26,184.85,184.85,26.407,26.407,0,26.407,26.407
3,26.727,26.727,26.727,213.82,187.09,26.727,26.727,0,0,0
3,26.566,26.566,185.96,212.53,26.566,26.566,26.566,26.566,0,26.566
4,675,765,405,405,360,315,270,225,180,0
4,345.13,38.348,383.48,383.48,345.13,268.43,38.348,0,0,0
4,370.93,412.15,370.93,329.72,288.5,206.07,164.86,0,0,0
4,352.8,352.8,396.9,352.8,308.7,264.6,220.5,220.5,44.1,44.1
4,385.88,385.88,826.88,385.88,385.88,330.75,275.63,220.5,220.5,165.38
4,357.57,357.57,357.57,357.57,297.97,297.97,238.38,774.73,893.92,238.38
4,44.545,356.36,356.36,356.36,311.82,311.82,222.73,222.73,178.18,0
4,370.93,370.93,370.93,370.93,288.5,247.29,123.64,0,0,41.215
4,51.882,415.06,415.06,415.06,363.18,207.53,155.65,51.882,0,0
4,43.663,392.97,392.97,392.97,349.31,305.64,261.98,218.32,43.663,0
4,46.421,417.79,417.79,417.79,324.95,324.95,278.53,0,0,46.421
4,46.915,422.23,422.23,375.32,281.49,234.57,187.66,187.66,140.74,46.915
4,324.95,417.79,417.79,371.37,324.95,278.53,232.11,0,0,46.421
4,53.78,322.68,0,0,53.78,268.9,53.78,215.12,0,0
4,42,42,0,336,378,294,252,252,210,168
4,400.91,311.82,311.82,400.91,222.73,267.27,222.73,222.73,133.64,44.545
4,273.19,39.027,390.27,312.21,234.16,195.13,156.11,156.11,156.11,156.11
4,39.73,39.73,238.38,238.38,278.11,238.38,39.73,39.73,0,39.73
4,0,0,0,0,0,305.64,261.98,218.32,218.32,174.65
4,0,0,48.462,0,0,48.462,242.31,0,145.38,48.462
4,24.365,24.365,48.729,0,0,24.365,24.365,24.365,24.365,0
4,26.727,26.727,26.727,26.727,26.727,26.727,400.91,267.27,26.727,0
4,29.4,29.4,29.4,0,0,0,29.4,235.2,29.4,147
4,0,34.724,34.724,34.724,312.52,381.97,347.24,208.35,208.35,34.724
4,25.491,25.491,25.491,25.491,0,25.491,25.491,382.37,280.4,25.491
4,24.231,24.231,24.231,0,0,363.46,339.23,242.31,24.231,24.231
4,51.279,358.95,358.95,358.95,307.67,307.67,256.4,205.12,205.12,51.279
4,39.73,357.57,357.57,317.84,278.11,278.11,198.65,198.65,39.73,0
4,45,360,360,360,315,270,225,225,180,135
4,45,360,360,360,270,225,135,225,135,45
4,48.462,387.69,387.69,387.69,339.23,290.77,242.31,193.85,193.85,145.38
4,45.938,367.5,321.56,413.44,275.63,275.63,229.69,183.75,0,0
4,54.444,272.22,326.67,381.11,272.22,326.67,217.78,108.89,54.444,54.444
4,47.419,426.77,426.77,331.94,237.1,237.1,142.26,142.26,142.26,47.419
4,0,343.64,400.91,343.64,286.36,343.64,171.82,171.82,57.273,57.273
4,47.935,287.61,287.61,335.54,287.61,335.54,287.61,191.74,191.74,47.935
4,46.421,278.53,371.37,371.37,324.95,324.95,278.53,232.11,185.68,185.68
4,43.235,345.88,259.41,345.88,302.65,216.18,172.94,216.18,0,0
4,320.08,320.08,320.08,355.65,284.52,248.95,177.82,142.26,177.82,0
4,37.373,336.36,373.73,336.36,224.24,261.61,37.373,37.373,0,37.373
4,0,0,0,433.13,433.13,0,0,0,0,39.375
4,0,50.69,50.69,0,354.83,253.45,253.45,152.07,50.69,50.69
4,39.375,354.38,393.75,275.63,315,275.63,275.63,236.25,157.5,39.375
4,101.38,304.14,304.14,405.52,304.14,304.14,253.45,253.45,202.76,0
4,38.348,345.13,383.48,306.78,306.78,268.43,230.09,191.74,115.04,38.348
4,304.14,354.83,354.83,405.52,304.14,253.45,253.45,50.69,0,0
4,367.5,408.33,326.67,285.83,245,245,0,40.833,0,0
4,345.88,389.12,389.12,302.65,259.41,172.94,172.94,172.94,0,172.94
4,247.75,346.85,346.85,346.85,346.85,297.3,247.75,891.91,891.91,247.75
4,400.91,400.91,343.64,343.64,286.36,286.36,229.09,171.82,0,0
4,47.419,0,379.35,379.35,379.35,331.94,284.52,237.1,189.68,47.419
4,37.373,37.373,37.373,411.1,373.73,373.73,261.61,186.86,149.49,0
4,0,0,36.75,404.25,367.5,257.25,257.25,147,0,36.75
4,42.404,42.404,381.63,381.63,339.23,254.42,212.02,42.404,42.404,42.404
4,30.839,30.839,30.839,30.839,0,370.07,30.839,277.55,215.87,30.839
4,42.404,42.404,42.404,42.404,42.404,381.63,212.02,254.42,212.02,169.62
4,0,42.816,42.816,385.34,342.52,299.71,256.89,214.08,0,0
4,49,392,392,343,294,294,245,196,147,147
4,45.464,363.71,363.71,363.71,363.71,272.78,181.86,227.32,45.464,45.464
4,46.421,324.95,371.37,0,0,232.11,185.68,46.421,46.421,46.421
4,42.404,381.63,381.63,381.63,381.63,339.23,254.42,212.02,212.02,0
4,50.69,304.14,354.83,304.14,405.52,253.45,253.45,253.45,202.76,152.07
4,0,360,360,360,315,270,225,135,135,45
4,0,315,360,315,315,270,225,0,0,45
4,291.23,374.43,374.43,374.43,291.23,208.02,208.02,41.604,41.604,124.81
4,38.348,345.13,345.13,306.78,230.09,268.43,191.74,153.39,115.04,153.39
4,0,381.11,381.11,381.11,381.11,326.67,217.78,217.78,217.78,163.33
4,45.938,0,367.5,45.938,45.938,0,275.63,0,183.75,183.75
4,45.938,413.44,413.44,367.5,367.5,321.56,275.63,229.69,183.75,45.938
4,371.37,417.79,417.79,324.95,371.37,324.95,278.53,232.11,0,0
4,261.61,298.98,373.73,373.73,336.36,298.98,224.24,224.24,0,0
4,235.65,370.31,336.64,403.97,269.31,201.98,235.65,0,0,33.664
4,0,263.85,339.23,376.92,263.85,226.15,226.15,188.46,150.77,37.692
4,0,0,0,383.48,383.48,345.13,268.43,230.09,38.348,38.348
4,40.459,40.459,40.459,364.13,404.59,323.67,242.75,202.29,0,0
4,34.186,0,0,376.05,410.23,376.05,273.49,205.12,205.12,68.372
4,0,0,0,383.48,383.48,383.48,306.78,230.09,191.74,38.348
4,0,0,0,43.235,345.88,345.88,259.41,259.41,216.18,43.235
4,38.017,38.017,304.14,380.17,380.17,304.14,266.12,190.09,190.09,152.07
4,0,0,0,456.21,418.19,342.16,266.12,38.017,38.017,38.017
4,0,0,29.597,29.597,355.17,355.17,266.38,177.58,29.597,147.99
4,42,672,42,378,420,336,294,210,210,84
4,0,0,0,339.23,271.38,0,271.38,271.38,0,271.38
4,0,0,367.5,408.33,367.5,326.67,285.83,204.17,204.17,0
4,319.57,383.48,383.48,383.48,319.57,319.57,255.65,255.65,191.74,191.74
4,360,405,360,315,270,180,225,0,0,45
4,371.37,417.79,417.79,324.95,278.53,278.53,232.11,139.26,0,0
4,0,0,55.823,279.11,334.94,334.94,279.11,223.29,0,0
4,32.426,32.426,32.426,389.12,324.26,291.84,259.41,32.426,0,32.426
4,0,91.875,0,0,321.56,367.5,321.56,275.63,229.69,183.75
4,39.375,0,39.375,0,315,354.38,315,236.25,196.88,157.5
4,0,33.923,0,0,339.23,33.923,33.923,33.923,33.923,0
4,0,68.906,0,34.453,413.44,413.44,310.08,241.17,137.81,0
4,37.373,0,0,37.373,0,373.73,336.36,261.61,224.24,37.373
4,0,0,0,22.732,22.732,22.732,159.12,0,22.732,0
4,0,0,0,34.724,381.97,381.97,243.07,243.07,34.724,0
4,0,30.839,30.839,0,0,400.91,277.55,246.71,123.36,30.839
4,41.215,41.215,41.215,41.215,329.72,370.93,370.93,288.5,206.07,41.215
4,36.75,36.75,0,0,0,441,367.5,367.5,257.25,183.75
4,0,0,0,0,32.91,329.1,362.01,263.28,230.37,197.46
4,0,0,0,0,0,31.727,317.27,253.81,222.09,126.91
4,0,0,0,0,27.563,358.31,248.06,220.5,27.563,0
4,0,0,0,0,0,31.5,346.5,220.5,189,31.5
4,39.027,0,0,0,39.027,0,39.027,234.16,0,156.11
4,312.52,277.8,347.24,381.97,347.24,381.97,347.24,277.8,243.07,173.62
4,0,0,0,333.53,333.53,333.53,296.47,222.35,222.35,37.059
4,269.31,201.98,370.31,269.31,370.31,370.31,336.64,235.65,0,0
4,38.348,230.09,345.13,306.78,383.48,306.78,268.43,191.74,38.348,38.348
4,263.28,230.37,362.01,296.19,394.93,329.1,296.19,230.37,32.91,32.91
4,45,270,360,360,405,315,270,225,180,0
4,0,363.71,363.71,363.71,318.25,363.71,318.25,272.78,227.32,45.464
4,342.16,304.14,342.16,342.16,418.19,342.16,266.12,228.1,0,0
4,256.89,171.26,299.71,299.71,256.89,385.34,256.89,256.89,42.816,128.45
4,347.24,277.8,347.24,312.52,416.69,381.97,347.24,312.52,277.8,208.35
4,325.57,295.97,266.38,295.97,355.17,355.17,295.97,236.78,29.597,29.597
4,277.55,308.39,277.55,339.23,308.39,400.91,277.55,277.55,246.71,154.2
4,336,378,378,378,294,336,252,252,210,0
4,295.79,349.57,268.9,295.79,295.79,268.9,242.01,26.89,26.89,0
4,297.97,357.57,327.77,357.57,417.16,327.77,268.18,148.99,29.797,178.78
4,277.55,277.55,339.23,339.23,370.07,308.39,246.71,185.03,30.839,30.839
4,277.55,277.55,277.55,277.55,339.23,370.07,30.839,277.55,30.839,0
4,289.18,325.33,361.48,397.62,433.77,397.62,361.48,289.18,216.89,36.148
4,381.11,299.44,381.11,353.89,381.11,326.67,245,217.78,27.222,27.222
4,329.72,329.72,329.72,329.72,206.07,247.29,247.29,247.29,164.86,123.64
4,320.73,280.64,360.82,320.73,400.91,280.64,280.64,200.45,0,0
4,0,35.854,322.68,358.54,394.39,322.68,286.83,215.12,35.854,0
4,319.57,319.57,31.957,255.65,287.61,351.52,287.61,191.74,223.7,0
4,0,0,375.32,344.04,375.32,406.6,344.04,250.21,31.277,31.277
4,310.96,28.269,282.69,28.269,424.04,367.5,254.42,28.269,197.88,28.269
4,283.5,252,346.5,315,409.5,378,315,252,189,0
4,320.08,355.65,284.52,320.08,320.08,248.95,213.39,213.39,35.565,0
4,34.724,347.24,347.24,312.52,347.24,347.24,312.52,243.07,173.62,34.724
4,317.27,31.727,317.27,348.99,412.45,285.54,253.81,158.63,158.63,0
4,370.31,403.97,336.64,336.64,336.64,336.64,235.65,168.32,201.98,33.664
4,320.08,355.65,284.52,355.65,320.08,355.65,284.52,248.95,35.565,35.565
4,27.563,330.75,330.75,358.31,385.88,358.31,275.63,248.06,27.563,27.563
4,38.684,309.47,348.16,348.16,309.47,270.79,193.42,270.79,38.684,0
4,24.231,24.231,339.23,290.77,242.31,169.62,0,24.231,0,0
4,298.98,373.73,411.1,373.73,298.98,298.98,149.49,149.49,37.373,0
4,351.52,287.61,319.57,383.48,319.57,351.52,287.61,255.65,159.78,159.78
4,31.277,31.277,31.277,312.77,31.277,375.32,312.77,218.94,187.66,0
4,291.23,332.83,416.04,374.43,291.23,249.62,208.02,249.62,208.02,41.604
4,342.16,342.16,266.12,304.14,380.17,266.12,266.12,190.09,152.07,0
4,0,263.85,263.85,301.54,339.23,376.92,301.54,226.15,188.46,37.692
4,317.06,345.88,374.71,28.824,317.06,317.06,259.41,230.59,28.824,28.824
4,27.563,303.19,303.19,358.31,413.44,303.19,248.06,27.563,27.563,0
4,30,300,330,330,30,360,300,240,210,30
4,320.08,355.65,284.52,391.21,248.95,35.565,177.82,35.565,35.565,0
4,25.057,300.68,275.63,350.8,25.057,400.91,275.63,225.51,25.057,25.057
4,318.5,367.5,294,367.5,367.5,392,269.5,196,24.5,24.5
4,310.56,341.62,31.056,341.62,372.68,341.62,248.45,217.39,31.056,31.056
4,367.5,408.33,367.5,408.33,285.83,285.83,204.17,204.17,40.833,40.833
4,0,0,0,21.1,21.1,337.61,21.1,21.1,21.1,21.1
4,0,0,30.205,30.205,0,30.205,30.205,30.205,211.44,30.205
4,336.36,298.98,373.73,373.73,298.98,261.61,224.24,37.373,37.373,112.12
4,256.06,341.42,256.06,341.42,284.52,284.52,227.61,170.71,28.452,28.452
4,302.05,392.67,332.26,362.47,362.47,271.85,181.23,151.03,30.205,0
4,23.457,328.4,23.457,23.457,351.86,23.457,23.457,23.457,0,0
4,350.46,379.67,321.26,379.67,321.26,379.67,262.85,262.85,175.23,29.205
4,326.67,326.67,326.67,326.67,359.33,294,228.67,32.667,32.667,0
4,315,315,283.5,346.5,315,315,252,220.5,189,0
4,378,294,294,336,294,294,252,0,0,0
4,351.24,390.27,390.27,312.21,312.21,273.19,234.16,195.13,195.13,156.11
4,286.36,343.64,343.64,343.64,343.64,286.36,229.09,229.09,171.82,229.09
4,0,0,0,0,0,0,370.59,296.47,259.41,222.35
4,0,37.059,0,0,370.59,370.59,333.53,259.41,222.35,37.059
4,30.839,30.839,0,0,0,400.91,370.07,30.839,30.839,0
4,0,0,0,32.667,392,392,294,228.67,32.667,32.667
4,0,0,0,0,31.727,412.45,380.72,317.27,222.09,31.727
4,0,0,33.923,0,0,33.923,373.15,305.31,203.54,0
4,0,0,0,0,28.636,429.55,343.64,229.09,143.18,57.273
4,27.911,27.911,0,27.911,418.67,418.67,279.11,27.911,27.911,27.911
4,0,0,0,41.604,332.83,291.23,291.23,208.02,0,0
4,0,0,0,0,28.636,28.636,372.27,315,257.73,28.636
4,0,0,0,0,300,390,330,240,210,30
4,0,0,27.911,27.911,27.911,334.94,251.2,223.29,0,0
4,0,0,0,0,0,369.7,343.29,237.66,158.44,26.407
4,0,0,0,0,32.19,0,321.9,257.52,225.33,128.76
4,0,0,0,0,0,421.83,306.78,268.43,38.348,38.348
4,0,34.186,0,0,0,68.372,34.186,239.3,205.12,170.93
4,29.013,290.13,319.14,377.17,406.18,406.18,348.16,261.12,203.09,29.013
4,29.4,29.4,264.6,294,29.4,352.8,352.8,264.6,205.8,0
4,272.22,163.33,190.56,245,326.67,353.89,353.89,299.44,217.78,27.222
4,0,0,0,328.02,328.02,328.02,328.02,255.12,182.23,0
4,28.636,28.636,315,343.64,372.27,372.27,257.73,200.45,143.18,28.636
4,30.625,30.625,336.88,367.5,428.75,336.88,245,214.38,183.75,0
4,51.279,307.67,307.67,358.95,256.4,307.67,205.12,205.12,205.12,51.279
4,262.85,29.205,29.205,29.205,379.67,350.46,321.26,233.64,204.44,29.205
4,273.72,304.14,30.414,334.55,364.97,334.55,273.72,243.31,182.48,91.241
4,405.52,304.14,304.14,304.14,354.83,202.76,253.45,202.76,152.07,50.69
4,304.14,304.14,395.38,334.55,395.38,364.97,273.72,243.31,182.48,30.414
4,277.8,277.8,277.8,312.52,312.52,347.24,277.8,243.07,208.35,0
4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,264.6,29.4,0
4,19.865,0,0,19.865,19.865,19.865,19.865,297.97,218.51,0
4,13.047,13.047,0,13.047,13.047,0,0,0,0,13.047
4,25.941,25.941,25.941,25.941,25.941,363.18,337.24,233.47,25.941,25.941
4,0,30.414,0,0,30.414,364.97,273.72,243.31,30.414,30.414
4,0,0,0,0,0,28.089,365.16,280.89,196.62,28.089
4,0,0,0,33.923,407.08,339.23,237.46,135.69,67.846,67.846
4,0,0,31.727,31.727,31.727,31.727,380.72,285.54,222.09,190.36
4,25.491,0,0,25.491,0,25.491,305.9,254.91,229.42,25.491
4,32.91,0,0,0,427.84,296.19,230.37,164.55,32.91,65.821
4,33.409,33.409,0,0,33.409,33.409,300.68,233.86,100.23,0
4,30.625,30.625,30.625,30.625,30.625,367.5,336.88,275.63,214.38,0
4,0,0,0,0,29.597,384.77,295.97,236.78,177.58,147.99
4,0,0,38.684,0,0,0,386.84,270.79,38.684,0
4,0,0,20.512,41.023,20.512,0,0,0,20.512,0
4,0,0,0,26.095,26.095,365.33,339.23,260.95,182.66,26.095
4,0,0,0,38.017,38.017,38.017,342.16,266.12,228.1,152.07
4,49,0,392,441,392,392,343,294,245,196
4,0,0,0,376.92,339.23,301.54,263.85,226.15,37.692,0
4,40.091,0,0,400.91,400.91,360.82,280.64,240.55,160.36,120.27
4,35,35,35,420,385,350,280,210,175,0
4,0,38.017,38.017,38.017,380.17,380.17,266.12,228.1,0,0
4,38.017,38.017,418.19,380.17,342.16,304.14,228.1,38.017,0,0
4,30.625,0,0,0,0,245,0,0,0,0
4,22.732,22.732,22.732,22.732,22.732,0,0,0,0,0
4,0,36.446,36.446,36.446,36.446,328.02,218.68,255.12,0,0
4,30.625,275.63,336.88,336.88,336.88,275.63,183.75,183.75,183.75,30.625
4,31.5,378,378,378,346.5,252,189,31.5,0,31.5
4,0,0,42.404,42.404,339.23,339.23,169.62,169.62,212.02,42.404
